researcher_id,researcher_name,title,link,cited_by,year,authors,journal
ltu1CEYAAAAJ,Salameh P,Attitudes towards and practice of sexuality among university students in Lebanon,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=100&pagesize=100&citation_for_view=ltu1CEYAAAAJ:wBLCggQE-ToC,33,2016,"P Salameh, R Zeenny, J Salamé, M Waked, B Barbour, N Zeidan, I Baldi","Journal of biosocial science 48 (2), 233-248"
ltu1CEYAAAAJ,Salameh P,Risk factors and quality of life of dyslipidemic patients in Lebanon: a cross-sectional study,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=100&pagesize=100&citation_for_view=ltu1CEYAAAAJ:oAywNP-vUhwC,33,2016,"A Farhat, A Al-Hajje, S Rachidi, S Zein, MB Zeid, P Salameh, W Bawab, ...","Journal of epidemiology and global health 6 (4), 315-323"
ltu1CEYAAAAJ,Salameh P,"Association between problematic social media use and memory performance in a sample of Lebanese adults: the mediating effect of anxiety, depression, stress and insomnia",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=100&pagesize=100&citation_for_view=ltu1CEYAAAAJ:Qqt8gOYqc0UC,32,2021,"M Dagher, Y Farchakh, S Barbar, C Haddad, M Akel, S Hallit, S Obeid","Head & Face Medicine 17, 1-12"
ltu1CEYAAAAJ,Salameh P,Factors associated with violence against women in a representative sample of the Lebanese population: results of a cross-sectional study,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=100&pagesize=100&citation_for_view=ltu1CEYAAAAJ:qQc65DSaYXMC,32,2021,"C Rahme, C Haddad, M Akel, C Khoury, H Obeid, S Obeid, S Hallit","Archives of women's mental health 24 (1), 63-72"
ltu1CEYAAAAJ,Salameh P,Association between parental separation and addictions in adolescents: results of a National Lebanese Study,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=100&pagesize=100&citation_for_view=ltu1CEYAAAAJ:P-MJmu9ZMwQC,32,2020,"N Jabbour, V Abi Rached, C Haddad, P Salameh, H Sacre, R Hallit, ...","BMC Public Health 20, 1-8"
ltu1CEYAAAAJ,Salameh P,Work fatigue among Lebanese community pharmacists: prevalence and correlates,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=100&pagesize=100&citation_for_view=ltu1CEYAAAAJ:LzOrNEA7mwcC,32,2020,"D Rahme, N Lahoud, H Sacre, M Akel, S Hallit, P Salameh",Pharmacy Practice (Granada) 18 (2)
ltu1CEYAAAAJ,Salameh P,Combined effect of physical activity and sedentary behavior on body composition in university students,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=100&pagesize=100&citation_for_view=ltu1CEYAAAAJ:Krx7gcWaa4oC,32,2020,"M Harmouche-Karaki, M Mahfouz, Y Mahfouz, N Fakhoury-Sayegh, ...","Clinical Nutrition 39 (5), 1517-1524"
ltu1CEYAAAAJ,Salameh P,Direct medical cost of hospitalization for acute stroke in Lebanon: a prospective incidence-based multicenter cost-of-illness study,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=100&pagesize=100&citation_for_view=ltu1CEYAAAAJ:_AkkBXT-jcoC,32,2018,"RR Abdo, HM Abboud, PG Salameh, NA Jomaa, RG Rizk, HH Hosseini","INQUIRY: The Journal of Health Care Organization, Provision, and Financing …"
ltu1CEYAAAAJ,Salameh P,Pharmacy manpower in Lebanon: An exploratory look at work-related satisfaction,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=100&pagesize=100&citation_for_view=ltu1CEYAAAAJ:Y0pCki6q_DkC,32,2007,"P Salameh, I Hamdan","Research in Social and Administrative Pharmacy 3 (3), 336-350"
ltu1CEYAAAAJ,Salameh P,Acceptance of prenatal diagnosis for genetic disorders in Lebanon,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=100&pagesize=100&citation_for_view=ltu1CEYAAAAJ:1paMEeroeoQC,32,1999,"L Zahed, M Nabulsi, M Bou‐Ghanim, I Usta",Prenatal Diagnosis: Published in Affiliation With the International Society …
ltu1CEYAAAAJ,Salameh P,"Emotional eating among Lebanese adults: scale validation, prevalence and correlates",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=100&pagesize=100&citation_for_view=ltu1CEYAAAAJ:S0RksyIsHSIC,31,2021,"C Rahme, S Obeid, H Sacre, C Haddad, R Hallit, P Salameh, S Hallit","Eating and Weight Disorders-Studies on Anorexia, Bulimia and Obesity 26 …"
ltu1CEYAAAAJ,Salameh P,Correlation of types of food and asthma diagnosis in childhood: a case–control study,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=100&pagesize=100&citation_for_view=ltu1CEYAAAAJ:s2G-WRnXBicC,31,2018,"S Hallit, C Raherison, R Abou Abdallah, R Hallit, P Salameh","Journal of Asthma 55 (9), 966-974"
ltu1CEYAAAAJ,Salameh P,Effect of exclusive cigarette smoking and in combination with waterpipe smoking on lipoproteins,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=100&pagesize=100&citation_for_view=ltu1CEYAAAAJ:MNNNGtAgD4EC,31,2017,"S Hallit, M Zoghbi, R Hallit, L Youssef, R Costantine, N Kheir, P Salameh","Journal of epidemiology and global health 7 (4), 269-275"
ltu1CEYAAAAJ,Salameh P,Prevalence of stroke symptoms among stroke-free residents: first national data from Lebanon,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=100&pagesize=100&citation_for_view=ltu1CEYAAAAJ:DIubQTN3OvUC,31,2015,"R Farah, RK Zeidan, MN Chahine, R Asmar, R Chahine, P Salameh, ...","International Journal of Stroke 10 (SA100), 83-88"
ltu1CEYAAAAJ,Salameh P,Correlates of COPD and chronic bronchitis in nonsmokers: data from a cross-sectional study,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=100&pagesize=100&citation_for_view=ltu1CEYAAAAJ:HDshCWvjkbEC,31,2012,"M Waked, J Salame, G Khayat, P Salameh","International journal of chronic obstructive pulmonary disease, 577-585"
ltu1CEYAAAAJ,Salameh P,"Fatigue in breast cancer patients on chemotherapy: a cross-sectional study exploring clinical, biological, and genetic factors",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=100&pagesize=100&citation_for_view=ltu1CEYAAAAJ:kVKjLOQJbwAC,30,2022,"A Hajj, R Chamoun, P Salameh, R Khoury, R Hachem, H Sacre, ...","BMC cancer 22, 1-11"
ltu1CEYAAAAJ,Salameh P,The relation of orthorexia with lifestyle habits: Arabic versions of the Eating Habits Questionnaire and the Dusseldorf Orthorexia Scale,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=100&pagesize=100&citation_for_view=ltu1CEYAAAAJ:OC7j4ufeY2cC,30,2021,"S Hallit, JR Barrada, P Salameh, H Sacre, M Roncero, S Obeid","Journal of Eating Disorders 9, 1-12"
ltu1CEYAAAAJ,Salameh P,Correlates of bullying perpetration among Lebanese adolescents: a national study,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=100&pagesize=100&citation_for_view=ltu1CEYAAAAJ:TEVcCiyi8yIC,30,2021,"E Awad, C Haddad, H Sacre, R Hallit, M Soufia, P Salameh, S Obeid, ...","BMC pediatrics 21 (1), 204"
ltu1CEYAAAAJ,Salameh P,Mortality and predictors of death poststroke: data from a multicenter prospective cohort of Lebanese stroke patients,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=100&pagesize=100&citation_for_view=ltu1CEYAAAAJ:p-HGrieyzrAC,30,2019,"R Abdo, H Abboud, P Salameh, T El Hajj, H Hosseini","Journal of Stroke and Cerebrovascular Diseases 28 (4), 859-868"
ltu1CEYAAAAJ,Salameh P,"The AAA risk factors scale: a new model to screen for the risk of asthma, allergic rhinitis and atopic dermatitis in children",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=100&pagesize=100&citation_for_view=ltu1CEYAAAAJ:Yw6v6SrDvuUC,30,2018,"S Hallit, C Raherison, D Malaeb, R Hallit, N Kheir, P Salameh","Medical Principles and Practice 27 (5), 472-480"
ltu1CEYAAAAJ,Salameh P,Serum cytokine profiles as predictors of asthma control in adults from the EGEA study,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=100&pagesize=100&citation_for_view=ltu1CEYAAAAJ:GtqhT-R7ZnwC,30,2017,"Z Akiki, M Rava, OD Gil, I Pin, N Le Moual, V Siroux, S Guerra, S Chamat, ...","Respiratory medicine 125, 57-64"
ltu1CEYAAAAJ,Salameh P,"Surfactant protein D, a clinical biomarker for chronic obstructive pulmonary disease with excellent discriminant values",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=100&pagesize=100&citation_for_view=ltu1CEYAAAAJ:oldoQiaHq2UC,30,2016,"Z Akiki, D Fakih, R Jounblat, S Chamat, M Waked, U Holmskov, ...","Experimental and therapeutic medicine 11 (3), 723-730"
ltu1CEYAAAAJ,Salameh P,Acceptance of preimplantation genetic diagnosis for β‐thalassemia in Lebanese women with previously affected children,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=100&pagesize=100&citation_for_view=ltu1CEYAAAAJ:LkGwnXOMwfcC,30,2008,"C Farra, AH Nassar, IM Usta, P Salameh, M Souaid, J Awwad",Prenatal Diagnosis: Published in Affiliation With the International Society …
ltu1CEYAAAAJ,Salameh P,Effect of screen time on physical and mental health and eating habits during COVID-19 lockdown in Lebanon,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=100&pagesize=100&citation_for_view=ltu1CEYAAAAJ:ECvNt0vk_34C,29,2022,"AN Kamaleddine, HA Antar, BT Abou Ali, SF Hammoudi, J Lee, T Lee, ...","Psychiatry investigation 19 (3), 220"
ltu1CEYAAAAJ,Salameh P,The first life skills intervention to enhance well-being amongst university students in the Arab world:‘Khotwa’pilot study,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=100&pagesize=100&citation_for_view=ltu1CEYAAAAJ:FepLwMwnKBMC,29,2021,"D Maddah, Y Saab, H Safadi, N Abi Farraj, Z Hassan, S Turner, ...","Health Psychology Open 8 (1), 20551029211016955"
ltu1CEYAAAAJ,Salameh P,Differences in the associations between body dissatisfaction and eating outcomes by gender? A Lebanese population study,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=100&pagesize=100&citation_for_view=ltu1CEYAAAAJ:cAWJABFkdiUC,29,2021,"M Zakhour, C Haddad, H Sacre, C Tarabay, RK Zeidan, M Akel, R Hallit, ...","Revue d'epidemiologie et de sante publique 69 (3), 134-144"
ltu1CEYAAAAJ,Salameh P,Clinical preceptor competencies for a better pharmacy education: a suggested framework for Lebanon,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=100&pagesize=100&citation_for_view=ltu1CEYAAAAJ:MvIMIWP2nqIC,29,2020,"A Zeitoun, H Sacre, S Hallit, RM Zeenny, G Sili, P Salameh","Journal of pharmaceutical policy and practice 13 (1), 21"
ltu1CEYAAAAJ,Salameh P,Determinants of exclusive and mixed breastfeeding durations and risk of recurrent illnesses in toddlers attending day care programs across Lebanon,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=100&pagesize=100&citation_for_view=ltu1CEYAAAAJ:i8eIfGGcn98C,29,2019,"L Mattar, M Hobeika, RK Zeidan, P Salameh, C Issa","Journal of pediatric nursing 45, e24-e34"
ltu1CEYAAAAJ,Salameh P,Stroke in the Arab World: A bibliometric analysis of research activity (2002–2016),https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=100&pagesize=100&citation_for_view=ltu1CEYAAAAJ:lPDSu1ZU3VAC,29,2018,"HA Salhab, P Salameh, H Hajj, H Hosseini","ENeurologicalSci 13, 40-45"
ltu1CEYAAAAJ,Salameh P,"Medication safety knowledge, attitudes and practices among community pharmacists in Lebanon",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=100&pagesize=100&citation_for_view=ltu1CEYAAAAJ:BCdnXsLIVDwC,29,2018,"A Hajj, S Hallit, E Ramia, P Salameh, ...","Current Medical Research and Opinion 34 (1), 149-156"
ltu1CEYAAAAJ,Salameh P,Exposure to outdoor air pollution and chronic bronchitis in adults: a case-control study,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=100&pagesize=100&citation_for_view=ltu1CEYAAAAJ:5nxA0vEk-isC,29,2012,"P Salameh, J Salame, G Khayat, A Akhdar, C Ziadeh, S Azizi, F Khoury, ...","INTERNATIONAL JOURNAL OF OCCUPATIONAL AND ENVIRONMENTAL MEDICINE 3 (4), 165-177"
ltu1CEYAAAAJ,Salameh P,"Investigating incidence, correlates, and consequences of child marriage among Syrian refugees residing in the south of Lebanon: a cross-sectional study",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=100&pagesize=100&citation_for_view=ltu1CEYAAAAJ:EVUe1p4rgj0C,28,2022,"S Elnakib, G El Khoury, P Salameh, H Sacre, L Abirafeh, WC Robinson, ...","Journal of Adolescent Health 70 (3), S64-S71"
ltu1CEYAAAAJ,Salameh P,Association between impulsivity and orthorexia nervosa: any moderating role of maladaptive personality traits?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=100&pagesize=100&citation_for_view=ltu1CEYAAAAJ:Lpa4s8qvUTIC,28,2022,"E Awad, S Obeid, H Sacre, P Salameh, J Strahler, S Hallit","Eating and Weight Disorders-Studies on Anorexia, Bulimia and Obesity, 1-11"
ltu1CEYAAAAJ,Salameh P,Impact of pharmacist‐led interventions on patient care in ambulatory care settings: A systematic review,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=100&pagesize=100&citation_for_view=ltu1CEYAAAAJ:rQKKVauEoioC,28,2021,"C Bou Malham, S El Khatib, P Cestac, S Andrieu, L Rouch, P Salameh","International Journal of Clinical Practice 75 (11), e14864"
ltu1CEYAAAAJ,Salameh P,Correlates of self-esteem among the Lebanese population: a cross-sectional study,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=100&pagesize=100&citation_for_view=ltu1CEYAAAAJ:rp474-M6Y4oC,28,2019,"S Obeid, C Haddad, M Zakhour, K Fares, M Akel, P Salameh, S Hallit","Psychiatria Danubina 31 (4), 429-439"
ltu1CEYAAAAJ,Salameh P,Impact of sleep disorders and other factors on the quality of life in general population: a cross-sectional study,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=100&pagesize=100&citation_for_view=ltu1CEYAAAAJ:MnogvFdIBdwC,28,2019,"S Hallit, A Hajj, H Sacre, G Al Karaki, D Malaeb, N Kheir, P Salameh, ...","The Journal of Nervous and Mental Disease 207 (5), 333-339"
ltu1CEYAAAAJ,Salameh P,Cigarette and waterpipe smoking are associated with the risk of stroke in Lebanon,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=100&pagesize=100&citation_for_view=ltu1CEYAAAAJ:-BKJ5vZJwzMC,28,2019,"M El-Hajj, P Salameh, S Rachidi, A Al-Hajje, H Hosseini","Journal of epidemiology and global health 9 (1), 62-70"
ltu1CEYAAAAJ,Salameh P,Prevalence and risk factors of hypertension: A nationwide cross‐sectional study in Lebanon,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=100&pagesize=100&citation_for_view=ltu1CEYAAAAJ:qSd0DAb9jMoC,28,2018,"M Cherfan, J Blacher, R Asmar, MN Chahine, RK Zeidan, R Farah, ...","The Journal of Clinical Hypertension 20 (5), 867-879"
ltu1CEYAAAAJ,Salameh P,Outdoor Air Pollution and Cardiovascular Diseases in Lebanon: A Case‐Control Study,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=100&pagesize=100&citation_for_view=ltu1CEYAAAAJ:hefNtdE4IMkC,28,2015,"Z Nasser, P Salameh, H Dakik, E Elias, L Abou Abbas, A Levêque","Journal of environmental and public health 2015 (1), 810846"
ltu1CEYAAAAJ,Salameh P,Carbon monoxide and respiratory symptoms in young adult passive smokers: a pilot study comparing waterpipe to cigarette,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=100&pagesize=100&citation_for_view=ltu1CEYAAAAJ:blknAaTinKkC,28,2014,"RK Zeidan, S Rachidi, S Awada, A El Hajje, W El Bawab, J Salamé, ...",International journal of occupational medicine and environmental health 27 …
ltu1CEYAAAAJ,Salameh P,Medication prescribing errors: data from seven Lebanese hospitals.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=100&pagesize=100&citation_for_view=ltu1CEYAAAAJ:r0BpntZqJG4C,28,2012,"A Al-Hajje, S Awada, S Rachidi, NB Chahine, R Azar, S Zein, AM Hneine, ...","Le Journal medical libanais. The Lebanese medical journal 60 (1), 37-44"
ltu1CEYAAAAJ,Salameh P,Risk factors for asthma and allergic diseases in school children across Lebanon,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=100&pagesize=100&citation_for_view=ltu1CEYAAAAJ:dhFuZR0502QC,28,2008,"M Waked, P Salameh","Journal of asthma and allergy, 1-7"
ltu1CEYAAAAJ,Salameh P,"Asthma, allergic rhinitis and eczema in 13-14-year-old schoolchildren across Lebanon.",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=100&pagesize=100&citation_for_view=ltu1CEYAAAAJ:ufrVoPGSRksC,28,2006,"M Waked, P Salameh","Le Journal Medical libanais. The Lebanese Medical Journal 54 (4), 181-190"
ltu1CEYAAAAJ,Salameh P,"Medication safety knowledge, attitude, and practice among hospital pharmacists in Lebanon",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=100&pagesize=100&citation_for_view=ltu1CEYAAAAJ:qYOp8iumCsAC,27,2019,"S Hallit, A Hajj, P Shuhaiber, K Iskandar, E Ramia, H Sacre, P Salameh, ...","Journal of evaluation in clinical practice 25 (2), 323-339"
ltu1CEYAAAAJ,Salameh P,Maternal waterpipe smoke exposure and the risk of asthma and allergic diseases in childhood: A post hoc analysis,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=100&pagesize=100&citation_for_view=ltu1CEYAAAAJ:hfzGNhXhx5MC,27,2015,"M Waked, P Salameh",International journal of occupational medicine and environmental health 28 …
ltu1CEYAAAAJ,Salameh P,The AVAIL ME Extension: a multinational Middle Eastern survey of venous thromboembolism risk and prophylaxis,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=100&pagesize=100&citation_for_view=ltu1CEYAAAAJ:YOwf2qJgpHMC,27,2011,"M Mokhtari, P Salameh, M Kouchek, BS Kashani, A Taher, M Waked, ...","Journal of Thrombosis and Haemostasis 9 (7), 1340-1349"
ltu1CEYAAAAJ,Salameh P,Menstrual abnormalities post-COVID vaccination: a cross-sectional study on adult Lebanese women,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=100&pagesize=100&citation_for_view=ltu1CEYAAAAJ:xMZGxf1v-3YC,26,2023,"AA Dabbousi, J El Masri, LM El Ayoubi, O Ismail, B Zreika, P Salameh","Irish Journal of Medical Science (1971-) 192 (3), 1163-1170"
ltu1CEYAAAAJ,Salameh P,The benefit of complete response to treatment in patients with chronic spontaneous urticaria—CURE results,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=200&pagesize=100&citation_for_view=ltu1CEYAAAAJ:-rwTIRUNLawC,26,2023,"P Kolkhir, PA Laires, P Salameh, R Asero, M Bizjak, M Košnik, ...","The Journal of Allergy and Clinical Immunology: In Practice 11 (2), 610-620. e5"
ltu1CEYAAAAJ,Salameh P,"Eating behaviors, lifestyle, and ischemic stroke: a Lebanese case-control study",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=200&pagesize=100&citation_for_view=ltu1CEYAAAAJ:hKmHnHMtuq0C,26,2023,"E Maalouf, S Hallit, P Salameh, H Hosseini","International journal of environmental research and public health 20 (2), 1487"
ltu1CEYAAAAJ,Salameh P,"A cross-sectional survey on community pharmacists readiness to fight COVID-19 in a developing country: knowledge, attitude, and practice in Lebanon",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=200&pagesize=100&citation_for_view=ltu1CEYAAAAJ:IF0FbId8XVwC,26,2021,"RM Zeenny, A Dimassi, H Sacre, G El Khoury, A Hajj, R Farah, H Hajj, ...","Journal of pharmaceutical policy and practice 14, 1-13"
ltu1CEYAAAAJ,Salameh P,Psychological complications at 3 months following stroke: prevalence and correlates among stroke survivors in Lebanon,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=200&pagesize=100&citation_for_view=ltu1CEYAAAAJ:yRRszJvrVdAC,26,2021,"W Khazaal, M Taliani, C Boutros, L Abou-Abbas, H Hosseini, P Salameh, ...","Frontiers in Psychology 12, 663267"
ltu1CEYAAAAJ,Salameh P,Emotion regulation among Lebanese adults: Validation of the Emotion Regulation Questionnaire and association with attachment styles.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=200&pagesize=100&citation_for_view=ltu1CEYAAAAJ:CB6W3GmKGOEC,26,2021,"RM Kahwagi, RK Zeidan, C Haddad, R Hallit, H Sacre, N Kheir, ...",Perspectives in psychiatric care 57 (2)
ltu1CEYAAAAJ,Salameh P,Comparing cigarette smoking knowledge and attitudes among smokers and non-smokers,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=200&pagesize=100&citation_for_view=ltu1CEYAAAAJ:3jqAvCjcdfEC,26,2020,"C Haddad, H Sacre, A Hajj, N Lahoud, Z Akiki, M Akel, D Saade, ...","Environmental Science and Pollution Research 27 (16), 19352-19362"
ltu1CEYAAAAJ,Salameh P,Diet and asthma in Lebanese schoolchildren: A cross‐sectional study,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=200&pagesize=100&citation_for_view=ltu1CEYAAAAJ:HoDPlbN_d1QC,26,2019,"D Malaeb, S Hallit, H Sacre, B Malaeb, R Hallit, P Salameh","Pediatric pulmonology 54 (6), 688-697"
ltu1CEYAAAAJ,Salameh P,Validation of the mini pediatric asthma quality of life questionnaire and identification of risk factors affecting quality of life among Lebanese children,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=200&pagesize=100&citation_for_view=ltu1CEYAAAAJ:oXKBmVzQOggC,26,2019,"S Hallit, C Raherison, M Waked, R Hallit, N Layoun, P Salameh","Journal of Asthma 56 (2), 200-210"
ltu1CEYAAAAJ,Salameh P,"Knowledge, attitude and behaviors towards patients with mental illness: Results from a national Lebanese study",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=200&pagesize=100&citation_for_view=ltu1CEYAAAAJ:z2g7kDSNNyoC,26,2019,"CA Doumit, C Haddad, H Sacre, P Salameh, M Akel, S Obeid, M Akiki, ...","PloS one 14 (9), 1-16"
ltu1CEYAAAAJ,Salameh P,Surfactant protein D multimerization and gene polymorphism in COPD and asthma,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=200&pagesize=100&citation_for_view=ltu1CEYAAAAJ:9CGX2owmTHMC,26,2018,"D Fakih, Z Akiki, K Junker, M Medlej‐Hashim, M Waked, P Salameh, ...","Respirology 23 (3), 298-305"
ltu1CEYAAAAJ,Salameh P,Current trends in hospital pharmacy practice in Lebanon,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=200&pagesize=100&citation_for_view=ltu1CEYAAAAJ:rDsFeusoTZkC,25,2020,"N Chamoun, U Usta, LR Karaoui, P Salameh, S Hallit, P Shuhaiber, ...","Hospital pharmacy 55 (2), 112-118"
ltu1CEYAAAAJ,Salameh P,Factors associated with quality of life among community pharmacists in Lebanon: results of a cross-sectional study,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=200&pagesize=100&citation_for_view=ltu1CEYAAAAJ:INdAjOZKYREC,25,2019,"H Sacre, S Obeid, G Choueiry, E Hobeika, R Farah, A Hajj, M Akel, ...",Pharmacy Practice (Granada) 17 (4)
ltu1CEYAAAAJ,Salameh P,Patterns of PCBs and OCPs exposure in a sample of Lebanese adults: The role of diet and physical activity,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=200&pagesize=100&citation_for_view=ltu1CEYAAAAJ:jPVjDSAV6m0C,25,2019,"M Harmouche-Karaki, Y Mahfouz, P Salameh, J Matta, K Helou, ...","Environmental research 179, 108789"
ltu1CEYAAAAJ,Salameh P,Knowledge of and readiness for medication therapy management among community pharmacists in Lebanon,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=200&pagesize=100&citation_for_view=ltu1CEYAAAAJ:w0odbtu79TwC,25,2018,"S Domiati, H Sacre, N Lahoud, G Sili, P Salameh","International Journal of Clinical Pharmacy 40 (5), 1165-1174"
ltu1CEYAAAAJ,Salameh P,Adherence to international guidelines for the treatment of uncomplicated urinary tract infections in Lebanon,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=200&pagesize=100&citation_for_view=ltu1CEYAAAAJ:F9HO9s0W2bwC,25,2018,"WK Kabbara, MM Meski, WH Ramadan, DS Maaliki, P Salameh",Canadian Journal of Infectious Diseases and Medical Microbiology 2018 (1 …
ltu1CEYAAAAJ,Salameh P,Association between caregiver exposure to toxics during pregnancy and childhood-onset asthma: a case-control study,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=200&pagesize=100&citation_for_view=ltu1CEYAAAAJ:jKT558fuBk8C,25,2017,"S Hallit, C Raherison, M Waked, P Salameh","Iranian Journal of Allergy, Asthma and Immunology, 488-500"
ltu1CEYAAAAJ,Salameh P,"Absence of multiplicative interactions between occupational lung carcinogens and tobacco smoking: a systematic review involving asbestos, crystalline silica and diesel engine …",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=200&pagesize=100&citation_for_view=ltu1CEYAAAAJ:_9Xh93LWpsYC,25,2017,"M El Zoghbi, P Salameh, I Stücker, P Brochard, F Delva, A Lacourt","BMC Public Health 17, 1-15"
